response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100644,2026-05-27,Meta AI,48.0,45-54,HR Specialist,Part-time,Bachelor's degree,93000.0,$75k-$99k,Green,Midwest,Urban,2.0,Researching products,Customer support,Translate this message into Spanish but keep it casual.,"I like it for ideas, but privacy still bothers me.",Mixed,Smartphone,Paid individual,Tried once,,High,High,Information search,Podcast,Have fun,5.0,3.0,45-54,$75K-$99K,No,No,Mixed,Meta AI,4.0,3.0
R100645,2026-02-18,Other,44.0,35-44,Operations Coordinator,Full-time,Associate degree,127000.0,$100k-$149k,Black,,Urban,4.0,Creating lesson plans,Research,Debug this Python error and explain what happened., It was too generic and I still had to rewrite everything. ,Negative,Laptop,Free,Weekly,7.0,Very high,High,Evaluation of alternatives,Search engine,Automate routine work,7.0,4.0,35-44,$100K-$149K,No,No,Negative,Other,5.0,3.0
R100646,,Meta AI,31.0,25-34,Marketing Manager,Full-time,Bachelor's degree,32000.0,$25k-$49k,purple,Northeast,Urban,2.0,Data analysis ,Productivity,Write a bedtime story about a robot dog.,I stopped using it after it made a mistake at work.,Negative,Laptop,Trial,Daily,5.0,Moderate,Low,Problem recognition,Search engine,Improve writing,6.0,3.0,25-34,Under $40K,No,No,Negative,Meta AI,3.0,1.0
R100647,02/16/2026,Meta AI,52.0,45-54,Software Developer,Contract,High school,80000.0,$75k-$99k,Gray,Northeast,Rural,1.0,Coding,Financial planning,Explain this legal clause like I'm not a lawyer.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Smartphone,Free,Daily,,High,Moderate,Problem recognition,News article,Automate routine work,10.0,5.0,45-54,$75K-$99K,No,No,Positive,Meta AI,4.0,2.0
R100648,2026-04-21,Meta AI,27.0,25-34,Customer Support Rep,Full-time,Bachelor's degree,56000.0,$50k-$74k,Teal,South,Suburban,2.0,Scheduling,Health information,Make a study guide for my marketing exam.,I stopped using it after it made a mistake at work.,Negative,Laptop,Free,A few times a week,10.0,Moderate,Moderate,Evaluation of alternatives,Friend/family,be faster,0.0,1.0,25-34,$40K-$74K,No,No,Negative,Meta AI,3.0,2.0
R100649,2026-04-12,Other,33.0,25-34,Marketing Manager,Full-time,Master's degree,111000.0,$100k-$149k,Teal,South,Urban,1.0,Data analysis,Entertainment,suggest questions to ask before buying a used car.,The response felt robotic and missed the point.,Negative,Laptop,Paid work/school,A few times a week,9.0,Moderate,High,Problem recognition,Search engine,Save time,0.0,1.0,25-34,$100K-$149K,Yes,No,Negative,Other,3.0,3.0
R100650,2026-03-16,Other,35.0,35-44,Construction Manager,Full-time,Master's degree,,$100k-$149k,Pink,West,Urban,3.0,Data analysis,Research,Help me plan a budget for next month.,"The tool is impressive, but I still need a human review.",Mixed,Desktop,Free,Multiple times daily,0.0,Moderate,Extreme,Problem recognition,Friend/family,curiosity,8.0,4.0,35-44,Unknown,No,No,Mixed,Other,3.0,4.0
R100651,2026-03-27,Meta AI,27.0,35-44,Small Business Owner,Student,High school,40000.0,$25k-$49k,Black,South,Urban,2.0,Healthcare admin notes,Shopping decisions,Can you check if this source is credible?,Great for brainstorming when I do not know where to start.,,Laptop,Free,Daily,9.0,High,Low,Postpurchase behavior,Friend/family,Save time,,5.0,25-34,$40K-$74K,No,No,,Meta AI,4.0,1.0
R100652,2026-03-26,Meta AI,18.0,18-24,Construction Manager,Self-employed,Associate degree,69000.0,$50k-$74k,Purple,South,Urban,2.0,Healthcare admin notes,Coding,Turn these notes into a presentation outline.,It worked fine for a simple task.,Neutral,Smartphone,Free,Daily,0.0,Low,Moderate,Postpurchase behavior,Friend/family,Make better decisions,4.0,3.0,18-24,$40K-$74K,No,No,Neutral,Meta AI,2.0,2.0
R100653,03/05/2026,Meta AI,18.0,18-24,Engineer,Full-time,High school,38000.0,$25k-$49k,White,International,Urban,1.0,coding,Education,Make a study guide for my marketing exam.,I mostly use it for small things.,Neutral,Smartphone,Paid individual,Weekly,20.0,High,High,Postpurchase behavior,Employer,Save time,8.0,4.0,18-24,Under $40K,No,No,Neutral,Meta AI,4.0,3.0
R100654,04/07/2026,Other,40.0,35-44,Customer Support Rep,Student,Bachelor's degree,16000.0,$100k-$149k,Gray,South,Urban,1.0,Studying,Education,Find patterns in this survey data.,It repeats the same advice over and over.,Negative,Desktop,Paid individual,Tried once,2.0,Low,High,Postpurchase behavior,Coworker,Be more creative,2.0,1.0,35-44,Under $40K,No,No,Negative,Other,2.0,3.0
R100655,2026-04-30,Meta AI,66.0,65+,Chef,Contract,Bachelor's degree,72000.0,$100k-$149k,Red,West,Urban,4.0,researching products,Research,Create a 7-day meal plan for a busy family., The hallucinations make it dangerous for beginners. ,Ugly,Tablet,Free,Multiple times daily,6.0,Moderate,Low,Postpurchase behavior,News article,save time,2.0,2.0,55+,$40K-$74K,No,No,Ugly,Meta AI,3.0,1.0
R100656,2026-02-16,Meta AI,23.0,adult,Data Analyst,Student,Bachelor's degree,95000.0,$75k-$99k,purple,Midwest,Urban,2.0,Presentation design,Coding,Help me plan a budget for next month.,I like how fast it gives me a first draft.,Positive,Smartphone,Free,,0.0,Moderate,Moderate,Problem recognition,Search engine,Reduce stress,7.0,4.0,18-24,$75K-$99K,No,No,Positive,Meta AI,3.0,2.0
R100657,2026-03-22,Meta AI,30.0,25-34,Engineer,Retired,Bachelor's degree,114000.0,$100k-$149k,Blue,South,Urban,3.0,Travel planning,Education,Create a 7-day meal plan for a busy family.,"It is worth trying, but not worth paying for yet.",Mixed,Smartphone,Paid individual,Weekly,11.0,High,Low,Postpurchase behavior,Social media,Make better decisions,6.0,4.0,25-34,$100K-$149K,No,No,Mixed,Meta AI,4.0,1.0
R100658,2026-04-01,Meta AI,18.0,18-24,Operations Coordinator,Contract,Bachelor's degree,85000.0,$75k-$99k,White,Midwest,Rural,2.0,Translation,Coding,Write a polite email asking for more time on a project.,It misunderstood the context and wasted my time.,Negative,Smartphone,Free,A few times a week,,Low,Moderate,Purchase decision,Podcast,write better,1.0,2.0,18-24,$75K-$99K,No,No,Negative,Meta AI,2.0,2.0
R100659,2026-05-27,Meta AI,57.0,55-64,Consultant,Full-time,Some college,59000.0,$50k-$74k,Pink,,Suburban,4.0,budget planning,Education,Give me ideas for a weekend trip.,It misunderstood the context and wasted my time.,Negative,Laptop,Paid work/school,Daily,35.0,High,High,Purchase decision,Professor/teacher,Automate routine work,5.0,3.0,55+,$40K-$74K,Yes,No,Negative,Meta AI,4.0,3.0
R100660,05/20/2026,Meta AI,34.0,25-34,Retail Manager,Freelance,Associate degree,101000.0,$100k-$149k,crimson,Northeast,Urban,2.0,Presentation design,Financial planning,Turn these notes into a presentation outline.,It helped me organize my thoughts when I was stuck.,Positive,Tablet,Paid individual,Monthly,4.0,High,Moderate,Not sure,YouTube,Have fun,,5.0,25-34,$100K-$149K,No,No,Positive,Meta AI,4.0,2.0
R100661,05/06/2026,Meta AI,26.0,18-24,Engineer,Full-time,Bachelor's degree,114000.0,$100k-$149k,Blue,South,Suburban,2.0,Data analysis,Marketing content,Compare three laptops for a college student under $900.,The response felt robotic and missed the point.,Negative,Smartphone,Free,Rarely,0.0,Moderate,,Postpurchase behavior,News article,,7.0,3.0,25-34,$100K-$149K,No,No,Negative,Meta AI,3.0,
R100662,"May 09, 2026",Meta AI,42.0,35-44,Retail Manager,Student,Some college,66000.0,$50k-$74k,purple,Northeast,Urban,1.0,Personal finance,Productivity,give me ideas for a weekend trip.,It made my work look more polished.,Positive,Tablet,Free,Multiple times daily,19.0,Very low,Moderate,Purchase decision,Employer,Save time,3.0,3.0,35-44,$40K-$74K,No,No,Positive,Meta AI,1.0,2.0
R100663,"Apr 14, 2026",Other,41.0,35-44,Marketing Manager,Full-time,Bachelor's degree,66000.0,$50k-$74k,Black,Midwest,Rural,1.0,healthcare admin notes,Financial planning,Translate this message into Spanish but keep it casual.,It repeats the same advice over and over.,Negative,Laptop,Free,Daily,20.0,Moderate,,Problem recognition,,Compare options,6.0,4.0,35-44,$40K-$74K,No,No,Negative,Other,3.0,
R100665,2026-05-01,Meta AI,38.0,35-44,Accountant,Contract,Bachelor's degree,57000.0,$50k-$74k,White,International,Suburban,2.0,Data analysis,Health information,Summarize this article in plain English.,It made my work look more polished.,Positive,Smartphone,Free,,6.0,High,,Postpurchase behavior,YouTube,save time,10.0,5.0,35-44,$40K-$74K,No,No,Positive,Meta AI,4.0,
R100666,2026-04-16,Other,59.0,55-64,Small Business Owner,Self-employed,Bachelor's degree,72000.0,not saying,Green,West,Suburban,2.0,data analysis,Personal organization,Find patterns in this survey data.,I mostly use it for small things.,Neutral,Smartphone,Paid individual,Daily,3.0,Very high,High,Evaluation of alternatives,Coworker,Automate routine work,7.0,4.0,55+,$40K-$74K,Yes,No,Neutral,Other,5.0,3.0
R100667,2026-03-14,Meta AI,35.0,35-44,Small Business Owner,Full-time,Some college,,$25k-$49k,Black,West,Rural,5.0,Writing emails,Productivity,Help me plan a budget for next month.,It is becoming part of my daily workflow.,Positive,Smartphone,Free,Weekly,3.0,High,Low,Postpurchase behavior,Employer,free trial,10.0,5.0,35-44,Unknown,No,No,Positive,Meta AI,4.0,1.0
R100668,2026-02-27,Meta AI,18.0,18-24,Retail Manager,Student,Some college,32000.0,$25k-$49k,Ivory,South,Urban,1.0,Presentation design,Education,Create a 7-day meal plan for a busy family.,The experience was average.,Neutral,Work computer,Paid individual,Tried once,1.0,Moderate,Moderate,Postpurchase behavior,Friend/family,Automate routine work,,2.0,18-24,Under $40K,No,No,Neutral,Meta AI,3.0,2.0
R100669,"May 21, 2026",Meta AI,33.0,25-34,Marketing Manager,Unemployed,Bachelor's degree,14000.0,<$25k,Yellow,South,rural,2.0,Legal research,Career planning,Debug this Python error and explain what happened.,I am still learning what it can do.,,Laptop,Paid individual,Daily,89.0,Moderate,Moderate,Postpurchase behavior,Ad,Have fun,6.0,3.0,25-34,Under $40K,Yes,No,,Meta AI,3.0,2.0
R100670,2026-03-04,Other,34.0,25-34,Student,Full-time,Master's degree,78000.0,$50-74k,Gray,Midwest,Urban,3.0,Studying,Personal organization,Can you check if this source is credible?,"I use it every week, but I do not fully trust it.",Mixed,Laptop,Free,Daily,0.0,Low,High,Evaluation of alternatives,Professor/teacher,Make better decisions,4.0,3.0,25-34,$75K-$99K,No,No,Mixed,Other,2.0,3.0
R100671,2026-02-11,Meta AI,18.0,18-24,Marketing Manager,Full-time,Associate degree,37000.0,$25k-$49k,Purple,South,Urban,5.0,Social media captions,Marketing content,Write a polite email asking for more time on a project.,I like how fast it gives me a first draft.,Positive,Smartphone,Free,A few times a week,23.0,Moderate,,Evaluation of alternatives,Ad,Be more creative,8.0,4.0,18-24,Under $40K,No,No,Positive,Meta AI,3.0,
R100672,2026-03-01,Meta AI,44.0,35-44,Nonprofit Coordinator,Part-time,Bachelor's degree,139000.0,$150k+,Blue,South,Suburban,2.0,Healthcare admin notes,Creative writing,Debug this Python error and explain what happened.," I use it every week, but I do not fully trust it. ",,Smartphone,Not sure,Tried once,20.0,High,,Purchase decision,Professor/teacher,curiosity,9.0,4.0,35-44,$100K-$149K,No,No,,Meta AI,4.0,
R100673,2026-05-15,Meta AI,43.0,35-44,customer support,Full-time,Some college,55000.0,$50k-$74k,Purple,Northeast,Suburban,3.0,Budget planning ,Creative writing,Suggest questions to ask before buying a used car.,"The tool is impressive, but I still need a human review.",Mixed,Laptop,Trial,Daily,3.0,Moderate,Low,Postpurchase behavior,Search engine,Be more creative,7.0,4.0,35-44,$40K-$74K,No,No,Mixed,Meta AI,3.0,1.0
R100674,2026-04-30,Meta AI,45.0,45-54,Small Business Owner,Full-time,High school,78000.0,$75k-$99k,Orange,West,Urban,5.0,Brainstorming content,Personal organization,Debug this Python error and explain what happened.,"It helps me start, but I finish the work myself.",Mixed,Laptop,Paid individual,Daily,1.0,Moderate,Low,Information search,,Automate routine work,3.0,2.0,45-54,$75K-$99K,Yes,No,Mixed,Meta AI,3.0,1.0
R100675,2026-02-18,Other,27.0,25-34,Teacher,Self-employed,Bachelor's degree,65000.0,$50k-$74k,Black,Northeast,Suburban,3.0,Data analysis,Financial planning,Create a 7-day meal plan for a busy family.,It wrote something that sounded human but had no substance.,Ugly,Smartphone,Not sure,A few times a week,12.0,Low,Moderate,Information search,Friend/family,Make better decisions,0.0,1.0,25-34,$40K-$74K,No,No,Ugly,Other,2.0,2.0
R100676,2026-04-09,Other,29.0,25-34,Graphic Designer,Full-time,Doctorate,86000.0,$75k-$99k,White,West,Urban,1.0,Healthcare admin notes,Coding,Make this spreadsheet easier to understand.,I hate that I need to fact-check every single line.,Ugly,Smartphone,Free,A few times a week,0.0,Very high,Low,Information search,News article,Learn faster,1.0,2.0,25-34,$75K-$99K,No,No,Ugly,Other,5.0,1.0
R100677,2026-05-28,Meta AI,23.0,adult,Teacher,Full-time,Bachelor's degree,47000.0,$25k-$49k,Pink,Midwest,Urban,1.0,Studying,Productivity,Suggest questions to ask before buying a used car.,It is becoming part of my daily workflow.,Positive,Laptop,Trial,Weekly,10.0,High,Low,Purchase decision,Podcast,Make better decisions,8.0,5.0,18-24,$40K-$74K,No,No,Positive,Meta AI,4.0,1.0
R100678,05/12/2026,Meta AI,39.0,35-44,Student,Full-time,Master's degree,76000.0,$75k-$99k,White,West,Urban,5.0,Job applications,Data analysis,Write a bedtime story about a robot dog., The experience was average. ,Neutral,Smartphone,Free,Daily,18.0,High,Moderate,Purchase decision,Search engine,,4.0,3.0,35-44,$75K-$99K,No,No,Neutral,Meta AI,4.0,2.0
R100679,2026-02-24,Meta AI,49.0,18-24,Engineer,Self-employed,Some college,137000.0,$150k+,Orange,Northeast,Urban,4.0,Scheduling,Entertainment,Write a polite email asking for more time on a project.,The experience was average.,Neutral,Tablet,Paid work/school,Daily,27.0,Low,,Purchase decision,Friend/family,Learn faster,2.0,2.0,45-54,$100K-$149K,Yes,No,Neutral,Meta AI,2.0,
R100680,02/04/2026,Meta AI,38.0,35-44,Content Creator,Unemployed,High school,66000.0,$50k-$74k,Green,Midwest,rural,2.0,Data analysis,Career planning,Make my resume sound more confident.,It felt creepy when it guessed things I did not tell it.,Ugly,Laptop,Free,,2.0,Very high,Low,Purchase decision,YouTube,Automate routine work,0.0,2.0,35-44,$40K-$74K,No,No,Ugly,Meta AI,5.0,1.0
R100681,2026-03-06,Meta AI,28.0,25-34,Software Developer,Full-time,Bachelor's degree,97000.0,$75k-$99k,blue,,Suburban,1.0,Researching products,Productivity,Make my resume sound more confident.,"It is helpful, but I do not trust it for important decisions.",Negative,Smartphone,Free,Multiple times daily,,Very high,High,Evaluation of alternatives,Professor/teacher,Automate routine work,2.0,3.0,25-34,$75K-$99K,No,No,Negative,Meta AI,5.0,3.0
R100682,2026-02-17,Meta AI,22.0,18-24,Consultant,Full-time,Master's degree,89000.0,$75k-$99k,green,West,Suburban,7.0,Writing emails,Research,Make this spreadsheet easier to understand.,The free version is useful but too limited.,Negative,Laptop,Paid individual,Multiple times daily,23.0,Very high,High,Evaluation of alternatives,Podcast,Be more creative,8.0,4.0,18-24,$75K-$99K,Yes,No,Negative,Meta AI,5.0,3.0
R100683,2026-02-20,Meta AI,46.0,45-54,Small Business Owner,Full-time,Bachelor's degree,,$50k-$74k,Black,South,Urban,3.0,Data analysis,Data analysis,Write a polite email asking for more time on a project.,I am still learning what it can do.,Neutral,Laptop,Free,Multiple times daily,30.0,,Moderate,Information search,Search engine,Have fun,7.0,4.0,45-54,Unknown,No,No,Neutral,Meta AI,,2.0
R100684,yesterday,Meta AI,16.0,45-54,Administrative Assistant,Student,Master's degree,145000.0,$100k-$149k,Green,South,Suburban,4.0,job applications,Personal organization,can you check if this source is credible?,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Free,A few times a week,8.0,High,Low,Evaluation of alternatives,Podcast,Compare options,3.0,3.0,18-24,$100K-$149K,No,No,Mixed,Meta AI,4.0,1.0
R100685,"Apr 06, 2026",Meta AI,40.0,35-44,Graphic Designer,Part-time,Some college,37000.0,$25k-$49k,Green,,Urban,3.0,Researching products,Entertainment,Turn these notes into a presentation outline.,It helped me organize my thoughts when I was stuck.,Positive,Laptop,Paid individual,Weekly,5.0,Moderate,Moderate,Problem recognition,Friend/family,Learn faster,8.0,4.0,35-44,Under $40K,No,No,Positive,Meta AI,3.0,2.0
R100686,2026-02-04,Meta AI,24.0,18-24,Financial Analyst,Full-time,High school,47000.0,$25k-$49k,White,Midwest,Urban,4.0,Summarizing articles,Coding,Debug this Python error and explain what happened.,"i like it for ideas, but privacy still bothers me.",Mixed,Smartphone,Paid individual,A few times a week,32.0,Moderate,Low,Information search,Professor/teacher,Reduce stress,5.0,3.0,18-24,$40K-$74K,Yes,No,Mixed,Meta AI,3.0,1.0
R100687,2026-04-27,Meta AI,42.0,35-44,Customer Support Rep,Self-employed,Associate degree,75000.0,$75k-$99k,Teal,West,Urban,2.0,Writing emails,Research,Write a polite email asking for more time on a project.,"it was okay, nothing special!!!",Neutral,Desktop,Free,Monthly,0.0,High,Extreme,Postpurchase behavior,Social media,Have fun,7.0,4.0,35-44,$75K-$99K,No,No,Neutral,Meta AI,4.0,4.0
R100688,2026-03-04,Meta AI,31.0,25-34,Chef,Freelance,Bachelor's degree,54000.0,$50k-$74k,rose,South,Suburban,2.0,Healthcare admin notes,Shopping decisions,"What should I cook with chicken, rice, and spinach?","Great assistant, terrible source checker.",Mixed,Smartphone,Free,Tried once,0.0,Moderate,Low,Not sure,Ad,Be more creative,4.0,2.0,25-34,$40K-$74K,No,No,Mixed,Meta AI,3.0,1.0
R100689,2026-02-25 ,Meta AI,43.0,35-44,Marketing Manager,Full-time,Master's degree,102000.0,$100k-$149k,Teal,South,Suburban,4.0,Personal finance,Coding,Brainstorm TikTok captions for a new product launch.,"Great assistant, terrible source checker.",Mixed,Laptop,Free,Daily,0.0,Moderate,Low,Information search,Friend/family,Be more creative,6.0,3.0,35-44,$100K-$149K,No,No,Mixed,Meta AI,3.0,1.0
R100690,Spring 2026,Meta AI,36.0,35-44,marketing,Self-employed,Trade/Certificate,62000.0,$50k-$74k,White,South,Urban,2.0,Scheduling,Productivity,Summarize this article in plain English.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Smartphone,Free,Daily,0.0,Very high,High,,News article,Compare options,9.0,5.0,35-44,$40K-$74K,No,No,Mixed,Meta AI,5.0,3.0
